dataset,shapelet_num,shapelet_len,crop_len,train_acc,test_acc
Yoga,40,63,44,0.990000,0.834000
Yoga,40,63,63,0.996667,0.863333
Yoga,40,106,21,0.990000,0.834667
Yoga,40,106,53,0.983333,0.829333
Yoga,40,106,74,0.980000,0.841000
Yoga,40,106,106,0.983333,0.833333
Yoga,40,149,29,0.976667,0.852000
Yoga,40,149,74,0.986667,0.849667
Yoga,40,149,104,0.950000,0.859000
Yoga,40,149,149,0.980000,0.831667
Yoga,50,63,12,0.990000,0.863667
Yoga,50,63,31,0.993333,0.860000
Yoga,50,63,44,0.993333,0.844667
Yoga,50,63,63,0.996667,0.855333
Yoga,50,106,21,0.990000,0.842000
Yoga,50,106,53,0.973333,0.838667
Yoga,50,106,74,0.990000,0.848000
Yoga,50,106,106,0.963333,0.847000
Yoga,50,149,29,0.963333,0.849333
Yoga,50,149,74,0.980000,0.840333
Yoga,50,149,104,0.990000,0.850667
Yoga,50,149,149,0.993333,0.848667
Yoga,60,63,12,0.990000,0.862000
Yoga,60,63,31,0.993333,0.864667
Yoga,60,63,44,0.990000,0.855000
Yoga,60,63,63,0.996667,0.859333
Yoga,60,106,21,0.976667,0.854667
Yoga,60,106,53,0.986667,0.854667
Yoga,60,106,74,0.980000,0.854000
Yoga,60,106,106,0.990000,0.848000
Yoga,60,149,29,0.973333,0.846000
Yoga,60,149,74,0.980000,0.862000
Yoga,60,149,104,0.970000,0.870333
Yoga,60,149,149,0.983333,0.849000
