dataset,shapelet_num,shapelet_len,train_acc,test_acc
TwoLeadECG,40,12,0.956522,0.891133
TwoLeadECG,40,16,0.782609,0.805092
TwoLeadECG,40,20,0.913043,0.852502
TwoLeadECG,40,24,0.956522,0.929763
TwoLeadECG,50,12,0.913043,0.949078
TwoLeadECG,50,16,0.913043,0.890255
TwoLeadECG,50,20,0.913043,0.926251
TwoLeadECG,50,24,0.913043,0.949956
TwoLeadECG,60,12,0.826087,0.915716
TwoLeadECG,60,16,0.869565,0.860404
TwoLeadECG,60,20,0.869565,0.935031
TwoLeadECG,60,24,0.913043,0.904302
Wafer,40,22,1.000000,0.991888
Wafer,40,30,0.999000,0.993348
Wafer,40,38,0.997000,0.989293
Wafer,40,45,0.995000,0.989779
Wafer,50,22,0.999000,0.990915
Wafer,50,30,0.998000,0.988806
Wafer,50,38,0.996000,0.989455
Wafer,50,45,0.997000,0.991564
Wafer,60,22,0.995000,0.987508
Wafer,60,30,0.999000,0.991726
Wafer,60,38,0.997000,0.989942
